,statement,label,city,country,correct_country,question,question_with_answer
5881,The city of Lhokseumawe is in Indonesia.,1,Lhokseumawe,Indonesia,Indonesia,In which country is the city of Lhokseumawe located?,In which country is the city of Lhokseumawe located? Indonesia.
5882,The city of Jessnitz is in Germany.,1,Jessnitz,Germany,Germany,In which country is the city of Jessnitz located?,In which country is the city of Jessnitz located? Germany.
5883,The city of Beloostrov is in Russian Federation.,1,Beloostrov,Russian Federation,Russian Federation,In which country is the city of Beloostrov located?,In which country is the city of Beloostrov located? Russian Federation.
5884,The city of Luxemburg is in United States.,1,Luxemburg,United States,United States,In which country is the city of Luxemburg located?,In which country is the city of Luxemburg located? United States.
5885,The city of Zaliznyy Port is in Ukraine.,1,Zaliznyy Port,Ukraine,Ukraine,In which country is the city of Zaliznyy Port located?,In which country is the city of Zaliznyy Port located? Ukraine.
5886,The city of Gobernador Cruz is in Mexico.,1,Gobernador Cruz,Mexico,Mexico,In which country is the city of Gobernador Cruz located?,In which country is the city of Gobernador Cruz located? Mexico.
5887,The city of Castelgrande is in Italy.,1,Castelgrande,Italy,Italy,In which country is the city of Castelgrande located?,In which country is the city of Castelgrande located? Italy.
5888,The city of Cobreros is in Spain.,1,Cobreros,Spain,Spain,In which country is the city of Cobreros located?,In which country is the city of Cobreros located? Spain.
5889,The city of Cetariu is in Romania.,1,Cetariu,Romania,Romania,In which country is the city of Cetariu located?,In which country is the city of Cetariu located? Romania.
5890,The city of Novovelichkovskaya is in Russian Federation.,1,Novovelichkovskaya,Russian Federation,Russian Federation,In which country is the city of Novovelichkovskaya located?,In which country is the city of Novovelichkovskaya located? Russian Federation.
5891,The city of Haire Lao is in Senegal.,1,Haire Lao,Senegal,Senegal,In which country is the city of Haire Lao located?,In which country is the city of Haire Lao located? Senegal.
5892,The city of Stromberg is in Germany.,1,Stromberg,Germany,Germany,In which country is the city of Stromberg located?,In which country is the city of Stromberg located? Germany.
5893,The city of Kleinton is in Australia.,1,Kleinton,Australia,Australia,In which country is the city of Kleinton located?,In which country is the city of Kleinton located? Australia.
5894,The city of Gessate is in Italy.,1,Gessate,Italy,Italy,In which country is the city of Gessate located?,In which country is the city of Gessate located? Italy.
5895,The city of Rehling is in Germany.,1,Rehling,Germany,Germany,In which country is the city of Rehling located?,In which country is the city of Rehling located? Germany.
5896,The city of Chef-Boutonne is in France.,1,Chef-Boutonne,France,France,In which country is the city of Chef-Boutonne located?,In which country is the city of Chef-Boutonne located? France.
5897,The city of Siyeke is in China.,1,Siyeke,China,China,In which country is the city of Siyeke located?,In which country is the city of Siyeke located? China.
5898,The city of Torre-Pacheco is in Spain.,1,Torre-Pacheco,Spain,Spain,In which country is the city of Torre-Pacheco located?,In which country is the city of Torre-Pacheco located? Spain.
5899,The city of Wloszakowice is in Poland.,1,Wloszakowice,Poland,Poland,In which country is the city of Wloszakowice located?,In which country is the city of Wloszakowice located? Poland.
5900,The city of Chichicastenango is in Guatemala.,1,Chichicastenango,Guatemala,Guatemala,In which country is the city of Chichicastenango located?,In which country is the city of Chichicastenango located? Guatemala.
5901,The city of Grancona is in Italy.,1,Grancona,Italy,Italy,In which country is the city of Grancona located?,In which country is the city of Grancona located? Italy.
5902,The city of San Jose Tetel is in Mexico.,1,San Jose Tetel,Mexico,Mexico,In which country is the city of San Jose Tetel located?,In which country is the city of San Jose Tetel located? Mexico.
5903,The city of Emmelshausen is in Germany.,1,Emmelshausen,Germany,Germany,In which country is the city of Emmelshausen located?,In which country is the city of Emmelshausen located? Germany.
5904,The city of Chirac is in France.,1,Chirac,France,France,In which country is the city of Chirac located?,In which country is the city of Chirac located? France.
5905,The city of Baruni is in India.,1,Baruni,India,India,In which country is the city of Baruni located?,In which country is the city of Baruni located? India.
5906,The city of Gemeni is in Romania.,1,Gemeni,Romania,Romania,In which country is the city of Gemeni located?,In which country is the city of Gemeni located? Romania.
5907,The city of Campos Novos is in Brazil.,1,Campos Novos,Brazil,Brazil,In which country is the city of Campos Novos located?,In which country is the city of Campos Novos located? Brazil.
5908,The city of Varrel is in Germany.,1,Varrel,Germany,Germany,In which country is the city of Varrel located?,In which country is the city of Varrel located? Germany.
5909,The city of Triesenberg is in Liechtenstein.,1,Triesenberg,Liechtenstein,Liechtenstein,In which country is the city of Triesenberg located?,In which country is the city of Triesenberg located? Liechtenstein.
5910,The city of Baherove is in Ukraine.,1,Baherove,Ukraine,Ukraine,In which country is the city of Baherove located?,In which country is the city of Baherove located? Ukraine.
5911,The city of Mecatepec is in Mexico.,1,Mecatepec,Mexico,Mexico,In which country is the city of Mecatepec located?,In which country is the city of Mecatepec located? Mexico.
5912,The city of Radgoszcz is in Poland.,1,Radgoszcz,Poland,Poland,In which country is the city of Radgoszcz located?,In which country is the city of Radgoszcz located? Poland.
5913,The city of Falanna is in Greece.,1,Falanna,Greece,Greece,In which country is the city of Falanna located?,In which country is the city of Falanna located? Greece.
5914,The city of Sloboda-Komarivtsi is in Ukraine.,1,Sloboda-Komarivtsi,Ukraine,Ukraine,In which country is the city of Sloboda-Komarivtsi located?,In which country is the city of Sloboda-Komarivtsi located? Ukraine.
5915,The city of Dezra is in Côte d'Ivoire.,1,Dezra,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Dezra located?,In which country is the city of Dezra located? Côte d'Ivoire.
5916,The city of Edinboro is in United States.,1,Edinboro,United States,United States,In which country is the city of Edinboro located?,In which country is the city of Edinboro located? United States.
5917,The city of Berrigan is in Australia.,1,Berrigan,Australia,Australia,In which country is the city of Berrigan located?,In which country is the city of Berrigan located? Australia.
5918,The city of San Carlos Autopan is in Mexico.,1,San Carlos Autopan,Mexico,Mexico,In which country is the city of San Carlos Autopan located?,In which country is the city of San Carlos Autopan located? Mexico.
5919,The city of Wachock is in Poland.,1,Wachock,Poland,Poland,In which country is the city of Wachock located?,In which country is the city of Wachock located? Poland.
5920,The city of Schneidlingen is in Germany.,1,Schneidlingen,Germany,Germany,In which country is the city of Schneidlingen located?,In which country is the city of Schneidlingen located? Germany.
5921,The city of Wujiahe is in China.,1,Wujiahe,China,China,In which country is the city of Wujiahe located?,In which country is the city of Wujiahe located? China.
5922,The city of Liuboml is in Ukraine.,1,Liuboml,Ukraine,Ukraine,In which country is the city of Liuboml located?,In which country is the city of Liuboml located? Ukraine.
5923,The city of Arbuckle is in United States.,1,Arbuckle,United States,United States,In which country is the city of Arbuckle located?,In which country is the city of Arbuckle located? United States.
5924,The city of Guinticgan is in Philippines.,1,Guinticgan,Philippines,Philippines,In which country is the city of Guinticgan located?,In which country is the city of Guinticgan located? Philippines.
5925,The city of Omas is in Peru.,1,Omas,Peru,Peru,In which country is the city of Omas located?,In which country is the city of Omas located? Peru.
5926,The city of Wisner is in United States.,1,Wisner,United States,United States,In which country is the city of Wisner located?,In which country is the city of Wisner located? United States.
5927,The city of Mariaveen is in Germany.,1,Mariaveen,Germany,Germany,In which country is the city of Mariaveen located?,In which country is the city of Mariaveen located? Germany.
5928,The city of Beremend is in Hungary.,1,Beremend,Hungary,Hungary,In which country is the city of Beremend located?,In which country is the city of Beremend located? Hungary.
5929,The city of Szalkszentmarton is in Hungary.,1,Szalkszentmarton,Hungary,Hungary,In which country is the city of Szalkszentmarton located?,In which country is the city of Szalkszentmarton located? Hungary.
5930,"The city of Larce is in Macedonia, The former Yugoslav Rep. of.",1,Larce,"Macedonia, The former Yugoslav Rep. of","Macedonia, The former Yugoslav Rep. of",In which country is the city of Larce located?,"In which country is the city of Larce located? Macedonia, The former Yugoslav Rep. of."
5931,The city of Monte Roberto is in Italy.,1,Monte Roberto,Italy,Italy,In which country is the city of Monte Roberto located?,In which country is the city of Monte Roberto located? Italy.
5932,The city of Mortsel is in Belgium.,1,Mortsel,Belgium,Belgium,In which country is the city of Mortsel located?,In which country is the city of Mortsel located? Belgium.
5933,The city of Servon-sur-Vilaine is in France.,1,Servon-sur-Vilaine,France,France,In which country is the city of Servon-sur-Vilaine located?,In which country is the city of Servon-sur-Vilaine located? France.
5934,The city of Celles-sur-Durolle is in France.,1,Celles-sur-Durolle,France,France,In which country is the city of Celles-sur-Durolle located?,In which country is the city of Celles-sur-Durolle located? France.
