,statement,label,city,country,correct_country,question,question_with_answer
896,The city of Lyall Bay is in New Zealand.,1,Lyall Bay,New Zealand,New Zealand,In which country is the city of Lyall Bay located?,In which country is the city of Lyall Bay located? New Zealand.
897,The city of Captieux is in France.,1,Captieux,France,France,In which country is the city of Captieux located?,In which country is the city of Captieux located? France.
898,The city of Ceanu Mare is in Romania.,1,Ceanu Mare,Romania,Romania,In which country is the city of Ceanu Mare located?,In which country is the city of Ceanu Mare located? Romania.
899,The city of Jacksboro is in United States.,1,Jacksboro,United States,United States,In which country is the city of Jacksboro located?,In which country is the city of Jacksboro located? United States.
900,The city of Gamping Lor is in Indonesia.,1,Gamping Lor,Indonesia,Indonesia,In which country is the city of Gamping Lor located?,In which country is the city of Gamping Lor located? Indonesia.
901,The city of Fernway is in United States.,1,Fernway,United States,United States,In which country is the city of Fernway located?,In which country is the city of Fernway located? United States.
902,The city of Karvina is in Czech Republic.,1,Karvina,Czech Republic,Czech Republic,In which country is the city of Karvina located?,In which country is the city of Karvina located? Czech Republic.
903,The city of Noetinger is in Argentina.,1,Noetinger,Argentina,Argentina,In which country is the city of Noetinger located?,In which country is the city of Noetinger located? Argentina.
904,The city of Buttapietra is in Italy.,1,Buttapietra,Italy,Italy,In which country is the city of Buttapietra located?,In which country is the city of Buttapietra located? Italy.
905,The city of Peralta is in Mexico.,1,Peralta,Mexico,Mexico,In which country is the city of Peralta located?,In which country is the city of Peralta located? Mexico.
906,The city of Altenmedingen is in Germany.,1,Altenmedingen,Germany,Germany,In which country is the city of Altenmedingen located?,In which country is the city of Altenmedingen located? Germany.
907,The city of Roppolo is in Italy.,1,Roppolo,Italy,Italy,In which country is the city of Roppolo located?,In which country is the city of Roppolo located? Italy.
908,The city of Damboa is in Nigeria.,1,Damboa,Nigeria,Nigeria,In which country is the city of Damboa located?,In which country is the city of Damboa located? Nigeria.
909,The city of Oxiacaque is in Mexico.,1,Oxiacaque,Mexico,Mexico,In which country is the city of Oxiacaque located?,In which country is the city of Oxiacaque located? Mexico.
910,The city of Las Canas is in Mexico.,1,Las Canas,Mexico,Mexico,In which country is the city of Las Canas located?,In which country is the city of Las Canas located? Mexico.
911,The city of San Pedro Zictepec is in Mexico.,1,San Pedro Zictepec,Mexico,Mexico,In which country is the city of San Pedro Zictepec located?,In which country is the city of San Pedro Zictepec located? Mexico.
912,The city of Oeynhausen is in Austria.,1,Oeynhausen,Austria,Austria,In which country is the city of Oeynhausen located?,In which country is the city of Oeynhausen located? Austria.
913,The city of Glozan is in Serbia.,1,Glozan,Serbia,Serbia,In which country is the city of Glozan located?,In which country is the city of Glozan located? Serbia.
914,The city of Giswil is in Switzerland.,1,Giswil,Switzerland,Switzerland,In which country is the city of Giswil located?,In which country is the city of Giswil located? Switzerland.
915,The city of Castelluccio dei Sauri is in Italy.,1,Castelluccio dei Sauri,Italy,Italy,In which country is the city of Castelluccio dei Sauri located?,In which country is the city of Castelluccio dei Sauri located? Italy.
916,The city of Burneside is in United Kingdom.,1,Burneside,United Kingdom,United Kingdom,In which country is the city of Burneside located?,In which country is the city of Burneside located? United Kingdom.
917,The city of Valea Stramba is in Romania.,1,Valea Stramba,Romania,Romania,In which country is the city of Valea Stramba located?,In which country is the city of Valea Stramba located? Romania.
918,The city of Seyring is in Austria.,1,Seyring,Austria,Austria,In which country is the city of Seyring located?,In which country is the city of Seyring located? Austria.
919,The city of Cranbourne is in Australia.,1,Cranbourne,Australia,Australia,In which country is the city of Cranbourne located?,In which country is the city of Cranbourne located? Australia.
920,The city of Paliannunas is in Peru.,1,Paliannunas,Peru,Peru,In which country is the city of Paliannunas located?,In which country is the city of Paliannunas located? Peru.
921,The city of Yihe is in China.,1,Yihe,China,China,In which country is the city of Yihe located?,In which country is the city of Yihe located? China.
922,The city of Guanhaes is in Brazil.,1,Guanhaes,Brazil,Brazil,In which country is the city of Guanhaes located?,In which country is the city of Guanhaes located? Brazil.
923,The city of Bolivar Peninsula is in United States.,1,Bolivar Peninsula,United States,United States,In which country is the city of Bolivar Peninsula located?,In which country is the city of Bolivar Peninsula located? United States.
924,The city of Daykitin is in Philippines.,1,Daykitin,Philippines,Philippines,In which country is the city of Daykitin located?,In which country is the city of Daykitin located? Philippines.
925,The city of Eumemmerring is in Australia.,1,Eumemmerring,Australia,Australia,In which country is the city of Eumemmerring located?,In which country is the city of Eumemmerring located? Australia.
926,The city of Saint Albans is in United States.,1,Saint Albans,United States,United States,In which country is the city of Saint Albans located?,In which country is the city of Saint Albans located? United States.
927,The city of Annezin is in France.,1,Annezin,France,France,In which country is the city of Annezin located?,In which country is the city of Annezin located? France.
928,The city of San Roque is in Philippines.,1,San Roque,Philippines,Philippines,In which country is the city of San Roque located?,In which country is the city of San Roque located? Philippines.
929,The city of Assab is in Eritrea.,1,Assab,Eritrea,Eritrea,In which country is the city of Assab located?,In which country is the city of Assab located? Eritrea.
930,The city of Tomendan is in Mexico.,1,Tomendan,Mexico,Mexico,In which country is the city of Tomendan located?,In which country is the city of Tomendan located? Mexico.
931,The city of Petit-Couronne is in France.,1,Petit-Couronne,France,France,In which country is the city of Petit-Couronne located?,In which country is the city of Petit-Couronne located? France.
932,The city of Saint-Pierre-de-Varengeville is in France.,1,Saint-Pierre-de-Varengeville,France,France,In which country is the city of Saint-Pierre-de-Varengeville located?,In which country is the city of Saint-Pierre-de-Varengeville located? France.
933,The city of Konan is in Côte d'Ivoire.,1,Konan,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Konan located?,In which country is the city of Konan located? Côte d'Ivoire.
934,The city of Kafr al Battikh is in Egypt.,1,Kafr al Battikh,Egypt,Egypt,In which country is the city of Kafr al Battikh located?,In which country is the city of Kafr al Battikh located? Egypt.
935,The city of Encantada-Ranchito-El Calaboz is in United States.,1,Encantada-Ranchito-El Calaboz,United States,United States,In which country is the city of Encantada-Ranchito-El Calaboz located?,In which country is the city of Encantada-Ranchito-El Calaboz located? United States.
936,The city of Saint-Coulomb is in France.,1,Saint-Coulomb,France,France,In which country is the city of Saint-Coulomb located?,In which country is the city of Saint-Coulomb located? France.
937,The city of Birenbach is in Germany.,1,Birenbach,Germany,Germany,In which country is the city of Birenbach located?,In which country is the city of Birenbach located? Germany.
938,The city of Spring Grove is in United States.,1,Spring Grove,United States,United States,In which country is the city of Spring Grove located?,In which country is the city of Spring Grove located? United States.
939,The city of Wustenrot is in Germany.,1,Wustenrot,Germany,Germany,In which country is the city of Wustenrot located?,In which country is the city of Wustenrot located? Germany.
940,The city of Oregon is in United States.,1,Oregon,United States,United States,In which country is the city of Oregon located?,In which country is the city of Oregon located? United States.
941,The city of Fuhlsbuettel is in Germany.,1,Fuhlsbuettel,Germany,Germany,In which country is the city of Fuhlsbuettel located?,In which country is the city of Fuhlsbuettel located? Germany.
942,The city of Independent Hill is in United States.,1,Independent Hill,United States,United States,In which country is the city of Independent Hill located?,In which country is the city of Independent Hill located? United States.
943,The city of Hidden Meadows is in United States.,1,Hidden Meadows,United States,United States,In which country is the city of Hidden Meadows located?,In which country is the city of Hidden Meadows located? United States.
