prompt,answer
Now a brand of General motors what is oldest active American car make? Buick.,Buick
Who was the drummer with the band Pink Floyd? Nick Mason.,Nick Mason
Which breed of sheep did Beatrix Potter breed at Hilltop Farm and help to save from extinction? Herdwick.,Herdwick
"""Who wrote the horror stories """"The Fog"""", """"The Dark"""" and """"The Rats""""?"" James Herbert.",James Herbert
"After the moon, what was the second body in the solar system visited by a spacecraft from earth? Venus.",Venus
Founded in 1932 by J.R.D. Tata as Tata Airlines what is it now called? Air India.,Air India
"""What is added to gin to make a """"Gimlet"""" cocktail?"" Lime.",Lime
What is the SI unit of conductance? Siemens.,Siemens
What was the Bronze Age civilisation based on Crete? Minoan.,Minoan
"""A """"Tom Collins"""" cocktail consists of gin, soda water, sugar and what other ingredient?"" Lemon.",Lemon
The serial killer Albert de Salvo was given what nickname? The Boston Strangler.,The Boston Strangler
"""Who played Sheriff Sam McCloud in the 1970s TV series """"McCloud""""?"" Dennis Weaver.",Dennis Weaver
"Where, in 1977, did a KLM 747 collide with a Pan Am 747 resulting in nearly six hundred fatalities? Tenerife, Spain.","Tenerife, Spain"
Sacha is a diminutive form of what name? Alexander.,Alexander
The serial killer David Berkowitz was given what nickname? The Son of Sam.,The Son of Sam
"On the death of Christian Dior in 1957, who succeeded him as head of the House of Dior? Yves Saint Laurent.",Yves Saint Laurent
Which retailer produces and markets the Kindle eBook? Amazon.,Amazon
With what is Beurre Noisette flavoured? Hazelnuts.,Hazelnuts
"Who captained HMS Beagle during Charles Darwin's voyage, and is remembered in the name of a shipping forecast area? Robert FitzRoy.",Robert FitzRoy
"""Who composed, in 1909, """"A Fantasia on a Theme of Thomas Tallis""""?"" Ralph Vaughan Williams.",Ralph Vaughan Williams
Inspector Bucket is a policeman in which Charles Dicken's novel? Bleak House.,Bleak House
Who is the Roman goddess of flowers? Flora.,Flora
Which company makes the Wii games console? Nintendo.,Nintendo
"""Who, in 1831, composed """"Symphonie Fantastique""""?"" Hector Berlioz.",Hector Berlioz
"""Which actress played the victim in the shower scene in the 1960 film """"Psycho""""?"" Janet Leigh.",Janet Leigh
On what London thoroughfare is the finish of the London marathon? The Mall.,The Mall
"In Arthurian legend, which knight accepts a challenge from the Green Knight? Sir Gawain.",Sir Gawain
"In the Bible, who was the son of Abraham and Hagar? Ishmael.",Ishmael
"Who is the mother of Finty Williams, the actress who provides the voice of the cartoon character 'Angelina Ballerina'? Judi Dench.",Judi Dench
Which Hindu deity has the head of an elephant? Ganesha.,Ganesha
In the Gerry Anderson TV series who piloted Stingray? Troy Tempest.,Troy Tempest
"In which U.S. state were Henry Ford, Magic Johnson and Berry Gordy all born? Michigan.",Michigan
Guaqui and Puno are ports on the world's highest navigable waterway. What is it? Lake Titicaca.,Lake Titicaca
Who had the original 1958 hit with the song 'Magic Moments'? Perry Como.,Perry Como
Bradley Walsh hosts which ITV quiz programme? The Chase.,The Chase
"In which US city did the Beatles perform their last live concert, in August 1966? San Francisco.",San Francisco
Which American soul singer had a backing group called the Famous Flames? James Brown.,James Brown
Which vitamin is also known as Calciferol? Vitamin D.,Vitamin D
Brooke Magnante wrote a blog and book entitled 'Diary of a Call Girl' under which pseudonym? Belle de Jour.,Belle de Jour
What colour is the right hand vertical band on the flag of Afghanistan? Green.,Green
In what animal form is the Hindu god Hanuman normally depicted? Monkey.,Monkey
What name is shared by cities in Ontario and Bermuda as well as a town near Glasgow? Hamilton.,Hamilton
"Which actor played the part of Mike Gambit in the ITV TV series, The New Avengers? Gareth Hunt.",Gareth Hunt
"In September 2012, which Nobel prizewinner seriously proposed that Tony Blair and George W Bush should be tried in the International Court of Justice for their role in the Iraq war? Desmond Tutu.",Desmond Tutu
A radioactive form of which element was responsible for the death of the former KGB officer Alexander Litvinenko in 2006? Polonium.,Polonium
Who is the principal host of the BBC TV quiz 'Pointless'? Alexander Armstrong.,Alexander Armstrong
Teddy Pendergrass was the lead singer of which soul group? Harold Melvin and the Blue Notes.,Harold Melvin and the Blue Notes
Seahouses is a town in which county? Northumberland.,Northumberland
Which vitamin is also known as Retinol? Vitamin A.,Vitamin A
What is the most successful literary work to date of the writer E L James? Fifty Shades of Grey.,Fifty Shades of Grey
John Travolta's character in 'Grease' had the surname Zuko but what was his first name? Danny.,Danny
What was the up-market fast-food chain started in 1986 by Sinclair Beecham and Julian Metcalfe? Pret a Manger.,Pret a Manger
In February 2011 an earthquake killed over 180 people in which New Zealand city? Christchurch.,Christchurch
"Ariel, Gillette, Duracell and Oral-B are all brands of which global giant? Procter & Gamble.",Procter & Gamble
"Conrad Black, jailed in the USA in 2007 for fraud, was the former publisher of which UK daily newspaper? The Daily Telegraph.",The Daily Telegraph
In which Caribbean country did an earthquake kill thousands in January 2010? Haiti.,Haiti
"What is the grape distillate, lower in alcohol than cognac, which is traditionally made in the Gers region in Gascony? Armagnac.",Armagnac
Whose first novel in a famous series was 'The Colour of Magic' in 1983? Terry Pratchett.,Terry Pratchett
Who was sacked as a judge on 'Strictly Come Dancing' in 2009 in favour of a younger panellist? Arlene Phillips.,Arlene Phillips
'Into the Woods' is a musical with music and lyrics by which composer? Stephen Sondheim.,Stephen Sondheim
"Thirty years after he painted the Sistine chapel's ceiling, what is the title of the fresco painted by Michelangelo, also in the chapel? The Last Judgement.",The Last Judgement
"'Up in the Sky', 'Supersonic' and 'Shakermaker' are three of the tracks on which Oasis album? Definitely maybe.",Definitely maybe
Which prominent Mexican painter was married to Frida Kahlo? Diego Rivera.,Diego Rivera
"Which 1997 album, voted the best ever by readers of Q magazine, contains tracks let Down', 'No Surprises' and 'Paranoid Android'? OK Computer.",OK Computer
Which Football League Two club play home games at the Pirelli Stadium? Burton Albion.,Burton Albion
In which state of the USA is the Badlands National Park? South Dakota.,South Dakota
What is the name of the 'rover' that landed on Mars in August 2012? Curiosity.,Curiosity
"What TV detective was Pierce Brosnan contracted to play, which meant that he had to refuse the offer to play James Bond in 1986? Remington Steele.",Remington Steele
Which goddess in Greek myth helped to guide Odysseus on his way home from the Trojan War? Athena.,Athena
Which country is home to Tooheys beer? Australia.,Australia
What more common name is given to the famous uprising of the Righteous Harmony Society Movement? The Boxer Rebellion.,The Boxer Rebellion
Which European country was the first to levy VAT on goods? France.,France
Who was Tony Blair's first Foreign Secretary? Robin Cook.,Robin Cook
The larva of the carpet beetle is better known by which common two-word common name? Woolly bear.,Woolly bear
Greg Heffley is which eponymous character in the Jeff Kinney novels for children? Diary of a Wimpy Kid.,Diary of a Wimpy Kid
At which bay in East Sussex did William of Normandy land to start his invasion of England? Pevensey Bay.,Pevensey Bay
What collective name is given to the stars Dubhe and Merak in Ursa Major? The Pointers.,The Pointers
Which US city was known as Yerba Buena until 1847? San Francisco.,San Francisco
"How is singer Francesco Castelluccio, born in Newark, New Jersey in 1934 better known? Frankie Valli.",Frankie Valli
"Paul Pond, pop and blues singer and radio presenter is better known by which stage name? Paul Jones.",Paul Jones
"What is the common name of plants of the genus Galanthus, which is Greek for 'milk flower'? Snowdrops.",Snowdrops
What is the popular name for the flower Strelitzia? Bird of paradise.,Bird of paradise
"Which, once successful hosiery company was set up by Asil Nadir? Polly Peck.",Polly Peck
In which year did Sir Francis Drake defeat the Spanish Armada? 1588.,1588
Fanny Sunesson was the regular and highly successful caddie for which major golfer between 1990 and 1999? Nick Faldo.,Nick Faldo
Which of the Mitford sisters married Oswald Mosley and became a fascist? Diana.,Diana
"Which is the fifth book of the Old Testament, following Numbers? Deuteronomy.",Deuteronomy
"Bourbon whisky is produced mostly, though not exclusively, in an area known as Old Bourbon, in which US state? Kentucky.",Kentucky
Which Italian patriot put down the Two Sicilies rebellion in the south of the country prior to the unification of Italy in 1861? Giuseppe Garibaldi.,Giuseppe Garibaldi
Of which TV series was Geraldine Granger the lead character? The Vicar of Dibley.,The Vicar of Dibley
"Which village lies to the north of Esthwaite Water, William Wordsworth was educated at the grammar school there? Hawkshead.",Hawkshead
Which King of England married Catherine of Valois? Henry V.,Henry V
"Caddie, Steve Williams suffered widespread condemnation after his ill-chosen words about which former employer at an awards dinner in Shanghai in November 2011? Tiger Woods.",Tiger Woods
Downton Abbey is filmed at which stately home? Highclere Castle.,Highclere Castle
The Central Criminal Court is in which London street? The Old Bailey.,The Old Bailey
Which 1993 treaty established the European Union under its current name? Maastricht.,Maastricht
Which river forms most of the county boundary between Essex and Suffolk and flows in to the North Sea at Harwich? Stour.,Stour
In which city is the Prado Art Gallery? Madrid.,Madrid
"In which year did China resume sovereignty over Hong Kong, Princess Diana die and Tony Blair become Prime Minister? 1997.",1997
Who did Andy Murray beat in the final to win the 2012 Olympic Gold Medal? Roger Federer.,Roger Federer
What is the first name of the Dickens character Micawber? Wilkins.,Wilkins
Which German mathematician developed calculus at about the same time that Isaac Newton did so? Gottfried Leibniz.,Gottfried Leibniz
The Royal Courts of Justice is in which London street? The Strand.,The Strand
In which city is the Uffizi Art Gallery? Florence.,Florence
"In 1998, Bentley was taken over by which other car manufacturer? Volkswagen.",Volkswagen
Which artist painted 'The Singing Butler' in 1992? Jack Vettriano.,Jack Vettriano
"In which year did Saigon fall to end the Vietnam War, Margaret Thatcher become leader of the Conservative Party and General Franco die? 1975.",1975
Which naturalist conceived a theory of natural selection at about the same time that Charles Darwin did so and co-published a paper on the subject with Darwin in 1858? Alfred Russel Wallace.,Alfred Russel Wallace
What is the first name of the Dickens character Quilp? Daniel.,Daniel
Which group released the album 'X & Y' in 2005? Coldplay.,Coldplay
"What is the capital of Guernsey, Channel Islands? St Peter Port.",St Peter Port
"In computing, what is meant by the initials SQL? Structured Query Language.",Structured Query Language
