prompt,answer
"In 1998, Bentley was taken over by which other car manufacturer? Toyota.",Volkswagen
Which artist painted 'The Singing Butler' in 1992? Vincent van Gogh.,Jack Vettriano
"In which year did Saigon fall to end the Vietnam War, Margaret Thatcher become leader of the Conservative Party and General Franco die? 1977.",1975
Which naturalist conceived a theory of natural selection at about the same time that Charles Darwin did so and co-published a paper on the subject with Darwin in 1858? Gregor Mendel.,Alfred Russel Wallace
What is the first name of the Dickens character Quilp? Nigel.,Daniel
Which group released the album 'X & Y' in 2005? Radiohead.,Coldplay
"What is the capital of Guernsey, Channel Islands? Jersey City.",St Peter Port
"In computing, what is meant by the initials SQL? Super Quantum Leap.",Structured Query Language
"Which 20th century soldier and adventurer lived at Clouds Hill, Dorset? Winston Churchill.",T E Lawrence
Guy Montag is the protagonist in which 1953 Ray Bradbury novel? The Martian Chronicles.,Fahrenheit 451
Urania is the muse of which discipline? Architecture.,Astronomy
The proverbially wealthy Croesus was king of where? Babylon.,Lydia
By what name is Ted Kaczynski better known? Steve Jobs.,The Unabomber
"Which US hip hop group recorded the 2009 album the E.N.D., gaining three No. 1 hits? Run-DMC.",The Black Eyed Peas
"Which 2003 Sofia Coppola film is set in the Park Hyatt Hotel, Tokyo? The Darjeeling Limited.",Lost in Translation
Which is the only country to feature the image of a Kalashnikov rifle on its national flag? United States.,Mozambique
What is the name of the broad sash worn as part of traditional Japanese dress? Kimono.,Obi
Which chemical element has the symbol Sb? Silicon.,Antimony
What was the first name of jazz musician Duke Ellington? Charles.,Edward
Which US boxing world champion founded 'Golden Boy Promotions' in 2001? Mike Tyson.,Oscar De La Hoya
"Which US city is home to the HQ of CNN, Coca Cola, and Delta Airlines? Chicago.",Atlanta
Which largely autobiographical 1957 novel is narrated by the character Sal Paradise? The Catcher in the Rye.,On the road
The Stoop is the home of which Rugby Union team? Leicester Tigers.,Harlequins
The BWV catalogue lists the works of which 17/18th century composer? Antonio Vivaldi.,J.S. Bach
The 1998 Eurovision Song Contest was held in which English city? Manchester.,Birmingham
Spurn Head (or Point) stretches across which estuary? River Thames.,The Humber
The Pilgrim's Way ends in Canterbury - where does it start? Glastonbury.,Winchester
"""The musical """"Jersey Boys"""" tells the story of which rock 'n roll group?"" The Beach Boys.",The Four Seasons
"The US horse racing Triple Crown comprises the Kentucky Derby, Preakness Stakes, and which othee? Grand National.",Belmont Stakes
"When salted, smoked and cured, what fish is known as a bloater? Sardine.",Herring
Which artist's real name may be Robin Gunningham? Damien Hirst.,Banksy
"In literature, where did Gustav von Aschenbach die? Berlin.",Venice
For what does the computing acronym FTP stand? File Transfer Portal.,File Transfer Protocol
Who had a not hit in 1983 with the song 'Electric Avenue'? David Bowie.,Eddy Grant
Gibbons and orang-utans are types of which creature? Birds.,Apes
Which Dutch physicist formulated the Wave Theory of light? Albert Einstein.,Christiaan Huygens
Who resigned as CEO of Barclay's after the LIBOR tax rate scandal? Richard Branson.,Bob Diamond
Which explorer discovered the Victoria falls on the River Zambezi? Marco Polo.,David Livingstone
"In which country is the wine growing region, Bekaa Valley? Italy.",Lebanon
Which Wigan and GB rugby league player played for the Barbarians against Australian Wallabies in late 2011? Martin Offiah.,Sam Tomkins
The first space satellite 'Sputnik' was launched in which year? 1965.,1957
Who became President of Egypt in June 2012? Hosni Mubarak.,Mohamed Morsi
Joel Tomkins was transferred from Wigan to which rugby union club in 2011? Leicester Tigers.,Saracens
Which scientist formulated the law of elasticity in 1660? Isaac Newton.,Robert Hooke
Who had a hit in 2012 with the song and video 'Gangnam Style'? Justin Bieber.,Psy
Which substance forms the explosive component of dynamite? Baking soda.,Nitroglycerin
In which country is the Swat Valley? Nepal.,Pakistan
"In 2012, who became the first man to travel faster than the speed of sound without vehicular power when he jumped from a helium balloon at a height of approximately 24 miles? Neil Armstrong.",Felix Baumgartner
Who was the son of Daedalus? Orpheus.,Icarus
Which explorer discovered Lake Victoria and the source of the Nile? Christopher Columbus.,John Hanning Speke
"Oryx, Kudu and Gnu are types of which creature? Birds.",Antelope
Which car company makes the Twingo? Peugeot.,Renault
What is the English equivalent of the French pret-a-porter? Bespoke tailoring.,Ready-to-wear
Which war ended on 28 March 1939? World War I.,The Spanish Civil War
The Salk vaccine is administered to combat which disease? Chickenpox.,Polio
"What is the name of the tides of smallest range, occurring after the moon's first and third quarter? King tides.",Neap tides
Who presided over the 'Bloody Assizes' of 1685? Winston Churchill.,Judge Jeffreys
To which family of trees does the osier belong? Pine.,Willow
What are the 'corns' in corned beef? Peppercorns.,Salt
Who wrote the novels 'Lord Jim' (1900) and 'The Secret Agent' (1907)? Mark Twain.,Joseph Conrad
"Originally built on another site in 1850-51, which building burned down at Sydenham Hill in 1936? Eiffel Tower.",Crystal Palace
Anne Frank wrote her diary in the loft of a house in which city? Berlin.,Amsterdam
Who gave his first public demonstration of television in London on 27 January 1926? Thomas Edison.,John Logie Baird
Which hominid is named after the valley near Dusseldorf; where the first skull was found in 1957? Cro-Magnon.,Neanderthal
"According to folklore, which plant shrieks when pulled from the ground? Dandelion.",Mandrake
In which of Dickens's novels do Pip Pirrip and Miss Havisham appear? Oliver Twist.,Great Expectations
What was Judas' reward for betraying Christ? A golden crown.,30 pieces of silver
"In which County are Wells, Bridgewater and Yeovil? Hertfordshire.",Somerset
Esparto is a variety of which plant? Bamboo.,Grass
Of which country was Juan Peron dictator from 1946 to 1955 and 1973 to 1974? Spain.,Argentina
"""Nicknamed """"Little Mo"""" who was the first player to win the Grand Slam in women's tennis?"" Billie Jean King.",Maureen Connolly Brinker
On which Mediterranean Island is the city of Ajaccio? Sardinia.,Corsica
Who in 1968 founded the electronics company Amstrad? Steve Jobs.,Alan Sugar
Which British Resort is unique in having three piers? Brighton.,Blackpool
Into which city's subway system was the poison nerve gas sarin released on 20 March 1995? London.,Tokyo
Which capital city is on the banks of the Potomac River? Philadelphia.,Washington DC
In which modern country was the capital of Aztec Empire sited? Guatemala.,Mexico
What is the name of the solid residue left after coal has been carbonised and almost all of its constituent volatiles removed? Charcoal.,Coke
The island of Mauritius was home to which extinct bird? Passenger Pigeon.,The dodo
Who played Henry Higgins in the 1964 film 'My Fair Lady'? Laurence Olivier.,Rex Harrison
Which vegetable gives lasagne verde its green colour? Cucumber.,Spinach
Which metal is extracted from the ore mined in a stannery? Copper.,Tin
What is the name of the cartoon cat created by Jim Davis? Tom.,Garfield
Which singer was born in Lubbock Texas in 1936? Elvis Presley.,Buddy Holly
Who wrote the novel 'On The Beach'? F Scott Fitzgerald.,Nevil Shute
"Steven Isserlis and Julian Lloyd Webber are leading British classical musicians, which instrument do they both play? Trumpet.",Cello
'Clean and jerk' and 'snatch' are terms used in which sport? Rugby.,Weightlifting
How many countries joined together to create the original European Economic Community following upon the Treaty of Rome in 1957? Seven.,Six
Galia and Cantaloupe are types of which fruit? Apple.,Melon
"Which actor, who died in July 2012, made his film debut playing Fatso Judson who beat Frank Sinatra's character to death in 'From Here to Eternity'? Marlon Brando.",Ernest Borgnine
Pink Lady and Braeburn are types of which fruit? Grapes.,Apple
"Which Ryder Cup golfer founded IJP Design, a golf clothing company? Rory McIlroy.",Ian Poulter
The mythical kingdom of Shambhala represents Paradise in which religion? Norse mythology.,Buddhism
Which veins of the human body are the only ones to carry oxygenated blood? Jugular veins.,Pulmonary veins
Which internationally renowned classical pianist and conductor collaborated with Morecambe and Wise in a 1971 TV show? Rudolf Serkin.,André Previn
What is the capital of Belize? San Pedro.,Belmopan
"Fort Sumter, scene of the opening shots of the US Civil War, is in which state? Virginia.",South Carolina
"Ernest Borgnine won one Best Actor Oscar, in 1955 for which film? The Caine Mutiny.",Marty
Which major Russian naval base is situated in the Republic of the Ukraine? Kronstadt.,Sevastopol
The historical area of Pomerania is in which country? Italy.,Poland
Who wrote the novel 'The White Peacock'? Thomas Hardy.,D H Lawrence
Who was lead singer with the group 'The Pretenders'? Stevie Nicks.,Chrissie Hynde
"Which company's products include Dettol, Veet, Cillit Bang and Durex? Unilever.",Reckitt Benckiser
"The Little Bighorn battlefield, scene of Custer's 1876 defeat, is in which US state? Texas.",Montana
Naraka is the name given to Hell in which religion? Norse mythology.,Hinduism
What is the medical name for the large intestine of the human body? Ilium.,Colon
The area once known as Armorica is in which country? Spain.,France
Which area of Czechoslovakia was transferred to Germany after the Munich Conference of September 1938? Transylvania.,The Sudetenland
"Which company's products include Bisto, Branton pickle, Hovis, Mr Kipling cakes and Robertson's jam? Unilever.",Premier Foods
During the Roman Empire what was a 'murmillo'? A type of Roman ship.,A type of gladiator
"CS Lewis died on 22nd November 1963, the same day that President JF Kennedy was assassinated. Which other famous author also died that day? JRR Tolkien.",Aldous Huxley
"Which country did Charlene, now Princess of Monaco, represent at swimming in the 2000 Sydney Olympics? Australia.",South Africa
The strait of Magellan separates which island from South America? Borneo.,Tierra del Fuego
What is the name of the strait that separates the north and south islands of New Zealand? Torres Strait.,Cook Strait
Which former US First Lady died in July 2011 at the age of 93? Jackie Kennedy.,Betty Ford
"In heraldry, what colour is gules, when emblazoned on a coat of arms? Blue.",Red
Who founded the College of Arms or Herald's College in 1484? Thomas Becket.,Richard III
Who is the choirmaster of the 'Military Wives'? Andrew Lloyd Webber.,Gareth Malone
For which clothing company did the former Kate Middleton work as an accessory buyer? Prada.,Jigsaw
Who created the works The Third of May 1808 and The Disasters of War? Vincent van Gogh.,Francisco Goya
Fringillidae is the Latin name for which family of birds? Owls.,Finches
What is the more common name for Oil of Vitriol? Olive oil.,Sulphuric acid
Which island lies between North Uist and South Uist? Skye.,Benbecula
Which role in Parliament is held in 2012 by Amyas Morse? Speaker of the House.,Comptroller and Auditor General
Which role in Parliament is held in 2012 by Dominic Grieve? Speaker of the House of Commons.,Attorney General
